query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
Recommend a supplementation strategy for improving iron status in chronic kidney disease.,recommendation,3,TinyLlama,True,,[],False,12
Suggest foods from the Food Composition Table rich in magnesium for adolescents.,recommendation,2,TinyLlama,True,,[],False,12
Recommend a supplementation strategy for improving magnesium status in malnutrition.,recommendation,1,TinyLlama,False,,[],False,10
Recommend a supplementation strategy for improving magnesium status in iron-deficiency anemia.,recommendation,5,TinyLlama,False,,[],False,11
What is the best way to enhance calcium absorption for athletes?,recommendation,1,TinyLlama,True,,[],False,11
What is the best way to enhance magnesium absorption for adolescents?,recommendation,1,Mistral,False,,[],False,11
What is the best way to enhance vitamin B12 absorption for children under 5?,recommendation,4,TinyLlama,True,,[],False,14
Suggest foods from the Food Composition Table rich in magnesium for pregnant women.,recommendation,4,TinyLlama,False,,[],False,13
Recommend a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,3,Mistral,True,,[],False,11
Suggest foods from the Food Composition Table rich in vitamin B12 for athletes.,recommendation,1,TinyLlama,True,,[],False,13
Suggest foods from the Food Composition Table rich in iron for elderly patients.,recommendation,5,Mistral,False,,[],False,13
Suggest plant-based alternatives high in vitamin B12 for iron-deficiency anemia.,recommendation,1,Mistral,False,,[],False,10
What is the best way to enhance magnesium absorption for adolescents?,recommendation,5,TinyLlama,True,,[],False,11
Recommend a supplementation strategy for improving magnesium status in chronic kidney disease.,recommendation,5,Mistral,True,,[],False,12
Suggest plant-based alternatives high in zinc for osteoporosis.,recommendation,4,TinyLlama,True,,[],False,8
Suggest plant-based alternatives high in calcium for osteoporosis.,recommendation,2,Mistral,True,,[],False,8
Recommend a supplementation strategy for improving calcium status in iron-deficiency anemia.,recommendation,3,TinyLlama,False,,[],False,11
Suggest foods from the Food Composition Table rich in vitamin B12 for athletes.,recommendation,1,TinyLlama,True,,[],False,13
Suggest foods from the Food Composition Table rich in vitamin B12 for adolescents.,recommendation,5,TinyLlama,True,,[],False,13
Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,2,Mistral,True,,[],False,10
What is the best way to enhance calcium absorption for adolescents?,recommendation,4,TinyLlama,False,,[],False,11
Recommend a supplementation strategy for improving iron status in iron-deficiency anemia.,recommendation,2,Mistral,False,,[],False,11
What is the best way to enhance zinc absorption for elderly patients?,recommendation,5,TinyLlama,False,,[],False,12
Recommend a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,3,TinyLlama,False,,[],False,10
Suggest foods from the Food Composition Table rich in iron for elderly patients.,recommendation,4,TinyLlama,True,,[],False,13
Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,True,,[],False,10
Suggest foods from the Food Composition Table rich in vitamin B12 for athletes.,recommendation,2,TinyLlama,False,,[],False,13
Suggest plant-based alternatives high in magnesium for stunted growth.,recommendation,4,TinyLlama,True,,[],False,9
What is the best way to enhance magnesium absorption for adolescents?,recommendation,2,Mistral,True,,[],False,11
Recommend dietary changes for reducing phytate intake in athletes.,recommendation,4,Mistral,True,,[],False,9
Recommend dietary changes for reducing phytate intake in elderly patients.,recommendation,3,Mistral,False,,[],False,10
Recommend dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,False,,[],False,10
Suggest plant-based alternatives high in iron for chronic kidney disease.,recommendation,5,Mistral,False,,[],False,10
Suggest plant-based alternatives high in iron for osteoporosis.,recommendation,1,Mistral,False,,[],False,8
Recommend a supplementation strategy for improving calcium status in osteoporosis.,recommendation,2,Mistral,True,,[],False,10
Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,4,Mistral,True,,[],False,10
Suggest plant-based alternatives high in zinc for stunted growth.,recommendation,5,Mistral,True,,[],False,9
What is the best way to enhance calcium absorption for adolescents?,recommendation,3,Mistral,False,,[],False,11
What is the best way to enhance calcium absorption for pregnant women?,recommendation,1,Mistral,False,,[],False,12
Recommend dietary changes for reducing phytate intake in adolescents.,recommendation,5,TinyLlama,True,,[],False,9
Suggest plant-based alternatives high in zinc for malnutrition.,recommendation,5,Mistral,True,,[],False,8
Suggest foods from the Food Composition Table rich in vitamin B12 for pregnant women.,recommendation,2,TinyLlama,False,,[],False,14
Recommend a supplementation strategy for improving zinc status in chronic kidney disease.,recommendation,2,Mistral,False,,[],False,12
Recommend dietary changes for reducing phytate intake in children under 5.,recommendation,5,Mistral,False,,[],False,11
Suggest plant-based alternatives high in calcium for osteoporosis.,recommendation,4,Mistral,False,,[],False,8
Recommend a supplementation strategy for improving magnesium status in osteoporosis.,recommendation,2,Mistral,False,,[],False,10
Suggest foods from the Food Composition Table rich in calcium for athletes.,recommendation,4,Mistral,False,,[],False,12
Recommend a supplementation strategy for improving calcium status in stunted growth.,recommendation,1,Mistral,False,,[],False,11
Recommend a supplementation strategy for improving calcium status in iron-deficiency anemia.,recommendation,3,TinyLlama,False,,[],False,11
What is the best way to enhance magnesium absorption for athletes?,recommendation,2,Mistral,False,,[],False,11
Suggest foods from the Food Composition Table rich in vitamin B12 for pregnant women.,recommendation,2,TinyLlama,True,,[],False,14
Suggest plant-based alternatives high in zinc for iron-deficiency anemia.,recommendation,1,Mistral,False,,[],False,9
What is the best way to enhance zinc absorption for pregnant women?,recommendation,5,TinyLlama,False,,[],False,12
What is the best way to enhance zinc absorption for elderly patients?,recommendation,3,Mistral,True,,[],False,12
Recommend dietary changes for reducing phytate intake in adolescents.,recommendation,1,TinyLlama,False,,[],False,9
Suggest foods from the Food Composition Table rich in magnesium for pregnant women.,recommendation,2,Mistral,True,,[],False,13
Recommend dietary changes for reducing phytate intake in athletes.,recommendation,1,Mistral,False,,[],False,9
What is the best way to enhance vitamin B12 absorption for adolescents?,recommendation,2,Mistral,False,,[],False,12
Suggest foods from the Food Composition Table rich in calcium for pregnant women.,recommendation,4,Mistral,True,,[],False,13
Recommend dietary changes for reducing phytate intake in athletes.,recommendation,2,TinyLlama,False,,[],False,9
What is the best way to enhance calcium absorption for adolescents?,recommendation,4,TinyLlama,True,,[],False,11
Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,1,Mistral,False,,[],False,13
Suggest foods from the Food Composition Table rich in calcium for elderly patients.,recommendation,3,TinyLlama,False,,[],False,13
Recommend a supplementation strategy for improving iron status in iron-deficiency anemia.,recommendation,4,Mistral,True,,[],False,11
What is the best way to enhance calcium absorption for adolescents?,recommendation,3,Mistral,True,,[],False,11
Suggest foods from the Food Composition Table rich in magnesium for children under 5.,recommendation,4,Mistral,False,,[],False,14
Suggest plant-based alternatives high in vitamin B12 for osteoporosis.,recommendation,2,TinyLlama,False,,[],False,9
Suggest plant-based alternatives high in iron for malnutrition.,recommendation,1,TinyLlama,True,,[],False,8
Suggest plant-based alternatives high in zinc for osteoporosis.,recommendation,3,Mistral,True,,[],False,8
Suggest foods from the Food Composition Table rich in magnesium for adolescents.,recommendation,5,Mistral,True,,[],False,12
What is the best way to enhance vitamin B12 absorption for children under 5?,recommendation,4,TinyLlama,False,,[],False,14
Recommend a supplementation strategy for improving magnesium status in stunted growth.,recommendation,1,TinyLlama,True,,[],False,11
Recommend dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,True,,[],False,10
What is the best way to enhance calcium absorption for pregnant women?,recommendation,2,TinyLlama,False,,[],False,12
Recommend a supplementation strategy for improving magnesium status in chronic kidney disease.,recommendation,4,TinyLlama,True,,[],False,12
Recommend a supplementation strategy for improving zinc status in malnutrition.,recommendation,4,TinyLlama,True,,[],False,10
Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,5,Mistral,False,,[],False,10
Suggest foods from the Food Composition Table rich in magnesium for children under 5.,recommendation,2,Mistral,True,,[],False,14
Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,1,TinyLlama,True,,[],False,10
Recommend dietary changes for reducing phytate intake in pregnant women.,recommendation,4,TinyLlama,True,,[],False,10
Recommend dietary changes for reducing phytate intake in elderly patients.,recommendation,5,TinyLlama,True,,[],False,10
Suggest foods from the Food Composition Table rich in calcium for adolescents.,recommendation,5,Mistral,False,,[],False,12
Suggest foods from the Food Composition Table rich in zinc for athletes.,recommendation,2,Mistral,False,,[],False,12
Recommend a supplementation strategy for improving vitamin B12 status in malnutrition.,recommendation,2,Mistral,False,,[],False,11
Recommend dietary changes for reducing phytate intake in athletes.,recommendation,3,Mistral,False,,[],False,9
Suggest foods from the Food Composition Table rich in magnesium for athletes.,recommendation,5,Mistral,True,,[],False,12
Suggest foods from the Food Composition Table rich in zinc for athletes.,recommendation,1,Mistral,False,,[],False,12
How should a patient with kidney stones adjust their diet to improve calcium absorption?,therapy,4,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,4,Mistral,True,,[],True,13
How should a patient with type 2 diabetes adjust their diet to improve iron absorption?,therapy,3,Mistral,True,,"['glucose', 'hba1c']",False,15
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,TinyLlama,False,,"['glucose', 'hba1c']",True,13
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,1,TinyLlama,True,,[],False,13
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,5,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,3,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,13
How should a patient with celiac disease adjust their diet to improve zinc absorption?,therapy,3,Mistral,False,,[],False,14
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,3,TinyLlama,False,,"['ferritin', 'iron']",True,11
Design a dietary intervention for improving iron status in osteoporosis.,therapy,5,TinyLlama,True,,"['calcium', 'vitamin_d']",True,10
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,Mistral,False,,[],True,12
Create a therapeutic diet for type 2 diabetes based on the Food Composition Table.,therapy,2,Mistral,True,,"['glucose', 'hba1c']",False,14
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,3,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,11
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,"['glucose', 'hba1c']",False,12
Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,5,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,13
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,2,TinyLlama,True,,"['ferritin', 'iron']",True,12
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,5,Mistral,False,,"['ferritin', 'iron']",True,13
Outline a clinical nutrition plan for managing kidney stones with low-phytate foods.,therapy,4,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,12
Outline a clinical nutrition plan for managing kidney stones with low-phytate foods.,therapy,4,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,12
How should a patient with celiac disease adjust their diet to improve magnesium absorption?,therapy,3,TinyLlama,False,,[],False,14
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,5,TinyLlama,True,,"['ferritin', 'iron']",True,13
Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,3,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,13
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,11
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,1,TinyLlama,False,,[],False,13
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,4,TinyLlama,True,,"['calcium', 'vitamin_d']",True,10
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,13
How should a patient with iron-deficiency anemia adjust their diet to improve calcium absorption?,therapy,2,Mistral,False,,"['ferritin', 'iron']",True,14
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,5,TinyLlama,True,,"['ferritin', 'iron']",True,12
Design a dietary intervention for improving calcium status in iron-deficiency anemia.,therapy,5,TinyLlama,False,,"['ferritin', 'iron']",True,11
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,TinyLlama,False,,[],True,12
How should a patient with celiac disease adjust their diet to improve vitamin D absorption?,therapy,2,TinyLlama,False,,[],False,15
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,12
How should a patient with kidney stones adjust their diet to improve magnesium absorption?,therapy,4,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,14
Design a dietary intervention for improving vitamin D status in osteoporosis.,therapy,2,Mistral,False,,"['calcium', 'vitamin_d']",True,11
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,4,TinyLlama,False,,"['glucose', 'hba1c']",True,12
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,3,TinyLlama,False,,"['ferritin', 'iron']",True,13
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,3,TinyLlama,True,,"['calcium', 'vitamin_d']",True,12
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,3,Mistral,True,,[],False,12
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,False,,"['ferritin', 'iron']",True,13
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,3,TinyLlama,False,,"['ferritin', 'iron']",True,12
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,11
How should a patient with type 2 diabetes adjust their diet to improve magnesium absorption?,therapy,5,TinyLlama,False,,"['glucose', 'hba1c']",True,15
Create a therapeutic diet for type 2 diabetes based on the Food Composition Table.,therapy,3,Mistral,False,,"['glucose', 'hba1c']",False,14
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,4,Mistral,False,,"['ferritin', 'iron']",True,13
Design a dietary intervention for improving iron status in osteoporosis.,therapy,3,Mistral,True,,"['calcium', 'vitamin_d']",True,10
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,2,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,11
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,4,Mistral,False,,[],True,13
Design a dietary intervention for improving zinc status in osteoporosis.,therapy,4,TinyLlama,False,,"['calcium', 'vitamin_d']",True,10
Design a dietary intervention for improving calcium status in kidney stones.,therapy,4,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,11
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,4,TinyLlama,False,,[],True,11
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,3,TinyLlama,True,,[],False,11
How should a patient with kidney stones adjust their diet to improve calcium absorption?,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,1,Mistral,False,,"['calcium', 'vitamin_d']",True,12
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,3,TinyLlama,False,,[],False,13
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,5,Mistral,False,,"['ferritin', 'iron']",True,11
How should a patient with kidney stones adjust their diet to improve vitamin D absorption?,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
How should a patient with kidney stones adjust their diet to improve iron absorption?,therapy,1,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,13
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,1,Mistral,True,,"['ferritin', 'iron']",True,11
How should a patient with kidney stones adjust their diet to improve magnesium absorption?,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Design a dietary intervention for improving vitamin D status in osteoporosis.,therapy,5,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,Mistral,True,,"['calcium', 'vitamin_d']",True,11
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,3,Mistral,False,,"['glucose', 'hba1c']",False,13
Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,3,Mistral,True,,"['uric_acid', 'calcium', 'oxalate']",True,13
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,1,Mistral,True,,"['calcium', 'vitamin_d']",True,10
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,1,TinyLlama,True,,"['ferritin', 'iron']",True,12
How should a patient with type 2 diabetes adjust their diet to improve magnesium absorption?,therapy,2,Mistral,False,,"['glucose', 'hba1c']",False,15
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,"['glucose', 'hba1c']",False,12
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,2,Mistral,False,,"['ferritin', 'iron']",True,11
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,2,Mistral,True,,"['ferritin', 'iron']",True,11
How should a patient with iron-deficiency anemia adjust their diet to improve magnesium absorption?,therapy,2,Mistral,False,,"['ferritin', 'iron']",True,14
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,3,Mistral,False,,"['calcium', 'vitamin_d']",True,12
How should a patient with osteoporosis adjust their diet to improve magnesium absorption?,therapy,4,TinyLlama,False,,"['calcium', 'vitamin_d']",True,13
Design a dietary intervention for improving magnesium status in osteoporosis.,therapy,2,Mistral,True,,"['calcium', 'vitamin_d']",True,10
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,2,Mistral,True,,[],False,13
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,5,Mistral,False,,[],True,13
How should a patient with type 2 diabetes adjust their diet to improve magnesium absorption?,therapy,4,Mistral,True,,"['glucose', 'hba1c']",True,15
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,11
Design a dietary intervention for improving calcium status in type 2 diabetes.,therapy,3,Mistral,True,,"['glucose', 'hba1c']",False,12
Design a dietary intervention for improving vitamin D status in iron-deficiency anemia.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,12
How should a patient with kidney stones adjust their diet to improve vitamin D absorption?,therapy,4,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,15
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,1,TinyLlama,True,,"['calcium', 'vitamin_d']",True,10
Design a dietary intervention for improving zinc status in iron-deficiency anemia.,therapy,2,Mistral,True,,"['ferritin', 'iron']",True,11
Propose a therapy combining dietary and supplement interventions for kidney stones.,therapy,5,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,11
Design a dietary intervention for improving zinc status in kidney stones.,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,11
How should a patient with type 2 diabetes adjust their diet to improve vitamin D absorption?,therapy,1,TinyLlama,False,,"['glucose', 'hba1c']",False,16
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,13
Create a therapeutic diet for kidney stones based on the Food Composition Table.,therapy,2,TinyLlama,True,,"['uric_acid', 'calcium', 'oxalate']",True,13
How should a patient with celiac disease adjust their diet to improve magnesium absorption?,therapy,3,TinyLlama,False,,[],False,14
Design a dietary intervention for improving magnesium status in celiac disease.,therapy,3,TinyLlama,True,,[],False,11
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,2,TinyLlama,True,,"['ferritin', 'iron']",True,11
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,4,Mistral,True,,[],True,13
How should a patient with celiac disease adjust their diet to improve vitamin D absorption?,therapy,4,Mistral,True,,[],True,15
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,3,Mistral,False,,"['calcium', 'vitamin_d']",True,11
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,1,TinyLlama,False,,[],False,11
Design a dietary intervention for improving magnesium status in iron-deficiency anemia.,therapy,4,TinyLlama,False,,"['ferritin', 'iron']",True,11
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,3,Mistral,False,,"['calcium', 'vitamin_d']",True,12
How should a patient with kidney stones adjust their diet to improve calcium absorption?,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,14
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,4,TinyLlama,True,,"['ferritin', 'iron']",True,12
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,1,Mistral,True,,"['calcium', 'vitamin_d']",True,12
Create a therapeutic diet for celiac disease based on the Food Composition Table.,therapy,3,TinyLlama,False,,[],False,13
Design a dietary intervention for improving zinc status in iron-deficiency anemia.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,11
Design a dietary intervention for improving vitamin D status in type 2 diabetes.,therapy,1,TinyLlama,True,,"['glucose', 'hba1c']",False,13
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,2,TinyLlama,False,,"['calcium', 'vitamin_d']",True,12
Outline a clinical nutrition plan for managing iron-deficiency anemia with low-phytate foods.,therapy,1,Mistral,True,,"['ferritin', 'iron']",True,12
Propose a therapy combining dietary and supplement interventions for iron-deficiency anemia.,therapy,4,TinyLlama,True,,"['ferritin', 'iron']",True,11
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,3,TinyLlama,False,,[],False,12
Create a therapeutic diet for type 2 diabetes based on the Food Composition Table.,therapy,5,TinyLlama,True,,"['glucose', 'hba1c']",True,14
Propose a therapy combining dietary and supplement interventions for celiac disease.,therapy,2,Mistral,False,,[],False,11
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,2,TinyLlama,False,,"['ferritin', 'iron']",True,13
Design a dietary intervention for improving zinc status in osteoporosis.,therapy,2,TinyLlama,False,,"['calcium', 'vitamin_d']",True,10
Outline a clinical nutrition plan for managing type 2 diabetes with low-phytate foods.,therapy,5,Mistral,True,,"['glucose', 'hba1c']",True,13
Design a dietary intervention for improving magnesium status in type 2 diabetes.,therapy,5,TinyLlama,False,,"['glucose', 'hba1c']",True,12
Design a dietary intervention for improving calcium status in iron-deficiency anemia.,therapy,4,Mistral,True,,"['ferritin', 'iron']",True,11
Create a therapeutic diet for osteoporosis based on the Food Composition Table.,therapy,1,TinyLlama,False,,"['calcium', 'vitamin_d']",True,12
Design a dietary intervention for improving vitamin D status in type 2 diabetes.,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,13
How should a patient with type 2 diabetes adjust their diet to improve vitamin D absorption?,therapy,1,TinyLlama,True,,"['glucose', 'hba1c']",False,16
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,1,TinyLlama,False,,[],False,12
How should a patient with celiac disease adjust their diet to improve magnesium absorption?,therapy,4,Mistral,False,,[],True,14
Outline a clinical nutrition plan for managing kidney stones with low-phytate foods.,therapy,5,TinyLlama,False,,"['uric_acid', 'calcium', 'oxalate']",True,12
Outline a clinical nutrition plan for managing celiac disease with low-phytate foods.,therapy,5,TinyLlama,True,,[],True,12
How should a patient with celiac disease adjust their diet to improve vitamin D absorption?,therapy,5,TinyLlama,False,,[],True,15
Propose a therapy combining dietary and supplement interventions for type 2 diabetes.,therapy,2,TinyLlama,False,,"['glucose', 'hba1c']",False,12
Outline a clinical nutrition plan for managing osteoporosis with low-phytate foods.,therapy,5,TinyLlama,False,,"['calcium', 'vitamin_d']",True,11
How does iron affect metabolic pathways in the human body?,general,1,TinyLlama,True,,[],False,10
How does magnesium affect metabolic pathways in the human body?,general,3,Mistral,True,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,False,,[],False,11
Describe the biochemical mechanisms of iron absorption.,general,4,Mistral,False,,[],False,7
What is the role of phytates in human biochemistry?,general,5,TinyLlama,False,,[],False,9
How does calcium affect metabolic pathways in the human body?,general,1,TinyLlama,True,,[],False,10
Describe the biochemical mechanisms of iron absorption.,general,1,TinyLlama,True,,[],False,7
What is the role of phytates in human biochemistry?,general,3,Mistral,True,,[],False,9
How does iron affect metabolic pathways in the human body?,general,5,Mistral,True,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,4,Mistral,False,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,[],False,9
How does zinc affect metabolic pathways in the human body?,general,5,TinyLlama,False,,[],False,10
What is the role of phytates in human biochemistry?,general,3,Mistral,False,,[],False,9
What is the role of phytates in human biochemistry?,general,4,TinyLlama,False,,[],False,9
How does calcium affect metabolic pathways in the human body?,general,5,Mistral,True,,[],False,10
How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,True,,[],False,11
Describe the biochemical mechanisms of zinc absorption.,general,2,TinyLlama,False,,[],False,7
What is the role of phytates in human biochemistry?,general,5,Mistral,True,,[],False,9
Explain the relationship between the Food Composition Table and dietary assessment.,general,4,Mistral,True,,[],False,11
How does vitamin D affect metabolic pathways in the human body?,general,2,Mistral,False,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,[],False,9
How does vitamin D affect metabolic pathways in the human body?,general,4,Mistral,False,,[],False,11
What is the role of phytates in human biochemistry?,general,1,TinyLlama,False,,[],False,9
What is the role of phytates in human biochemistry?,general,5,TinyLlama,False,,[],False,9
How does zinc affect metabolic pathways in the human body?,general,3,Mistral,False,,[],False,10
How can clinical dietitians use phytate composition data in patient care?,general,3,Mistral,False,,[],False,11
How does iron affect metabolic pathways in the human body?,general,2,TinyLlama,True,,[],False,10
How does iron affect metabolic pathways in the human body?,general,2,Mistral,False,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,Mistral,True,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,[],False,9
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,False,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,1,Mistral,False,,[],False,11
How does iron affect metabolic pathways in the human body?,general,4,Mistral,True,,[],False,10
What is the role of phytates in human biochemistry?,general,1,TinyLlama,True,,[],False,9
What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,1,Mistral,True,,[],False,11
What is the role of phytates in human biochemistry?,general,2,Mistral,True,,[],False,9
What is the role of phytates in human biochemistry?,general,1,TinyLlama,False,,[],False,9
What is the role of phytates in human biochemistry?,general,5,Mistral,False,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,2,Mistral,False,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,1,TinyLlama,False,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,True,,[],False,11
What is the role of phytates in human biochemistry?,general,4,TinyLlama,False,,[],False,9
How does vitamin D affect metabolic pathways in the human body?,general,2,TinyLlama,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,False,,[],False,11
Describe the biochemical mechanisms of vitamin D absorption.,general,3,Mistral,False,,[],False,8
